,business_id,full_address,hours,open,categories,city,review_count,name,neighborhoods,longitude,state,stars,latitude,attributes,type
22026,t-0I_HBqj1B1IriLab508Q,"3426 E Baseline Rd
Ste #119
Mesa, AZ 85204","{'Monday': {'close': '21:00', 'open': '07:00'}, 'Tuesday': {'close': '21:00', 'open': '07:00'}, 'Friday': {'close': '21:00', 'open': '07:00'}, 'Wednesday': {'close': '21:00', 'open': '07:00'}, 'Thursday': {'close': '21:00', 'open': '07:00'}, 'Sunday': {'close': '19:00', 'open': '07:00'}, 'Saturday': {'close': '21:00', 'open': '07:00'}}",True,"['Bakeries', 'Food']",Mesa,26,Paradise Bakery,[],-111.7571117,AZ,3.5,33.3791738,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 2}",business
22170,mtJds7CrgNPAQu2NH63QTQ,"7365 W Sahara Ave
Westside
Las Vegas, NV 89117","{'Monday': {'close': '22:00', 'open': '11:00'}, 'Tuesday': {'close': '22:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Saturday': {'close': '22:00', 'open': '11:00'}}",False,"['Thai', 'Sushi Bars', 'Asian Fusion', 'Restaurants']",Las Vegas,12,Thai Wasabi,['Westside'],-115.25354,NV,4.0,36.1433,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Takes Reservations': True, 'Delivery': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'beer_and_wine', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
22223,40axkHtNTmROdIMQJ_gOsw,"4850 W Flamingo Rd
Ste 34-34
Las Vegas, NV 89103","{'Monday': {'close': '22:00', 'open': '10:00'}, 'Tuesday': {'close': '22:00', 'open': '10:00'}, 'Friday': {'close': '22:00', 'open': '10:00'}, 'Wednesday': {'close': '22:00', 'open': '10:00'}, 'Thursday': {'close': '22:00', 'open': '10:00'}, 'Sunday': {'close': '22:00', 'open': '10:00'}, 'Saturday': {'close': '22:00', 'open': '10:00'}}",True,"['Chinese', 'Restaurants']",Las Vegas,46,Dong Ting Spring,[],-115.2062795,NV,4.0,36.1167652,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Caters': False, 'Noise Level': 'average', 'Takes Reservations': True, 'Has TV': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
22269,qxomM4mGu3cu13_YxHfd-w,"170 S Green Valley Pkwy
Ste 180
Henderson, NV 89012","{'Tuesday': {'close': '17:00', 'open': '10:00'}, 'Friday': {'close': '17:00', 'open': '10:00'}, 'Wednesday': {'close': '17:00', 'open': '10:00'}, 'Thursday': {'close': '17:00', 'open': '10:00'}, 'Saturday': {'close': '17:00', 'open': '10:00'}}",True,"['Bridal', 'Shopping']",Henderson,6,Bella Bridesmaid,[],-115.082623539734,NV,5.0,36.0221042443083,"{'By Appointment Only': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 2}",business
22274,1dnarzaw3bwFrK38hldi_Q,"5757 Wayne Newton Blvd
Southeast
Las Vegas, NV 89119",{},True,"['Mexican', 'Restaurants']",Las Vegas,66,360 Gourmet Burrito,['Southeast'],-115.138026,NV,2.0,36.089494,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Caters': False, 'Noise Level': 'loud', 'Takes Reservations': False, 'Has TV': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'casual': True}, 'Parking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': False, 'Good For Groups': False, 'Price Range': 1}",business
22406,kxPqFTcpsB5xa1vTR7C_Nw,"1269 N Promenade Pkwy,  #121
Casa Grande, AZ 85222",{},False,"['Japanese', 'Restaurants']",Casa Grande,4,Ah-So Sushi & Steak,[],-111.74778,AZ,3.0,32.87808,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Takes Reservations': True, 'Delivery': False, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
22535,9ao7DSa0vgDMQqrWtEcwnQ,"1929 N Power Rd
Ste 105
Mesa, AZ 85207",{},True,"['Mexican', 'Restaurants']",Mesa,52,Señor Taco,[],-111.68231496230001,AZ,4.5,33.45102078308,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Caters': True, 'Noise Level': 'average', 'Takes Reservations': False, 'Has TV': True, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'beer_and_wine', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
22614,PmcWlvxkElP0LWwCes8k3A,"MGM and Hotel & Casino
3799 Las Vegas Blvd S
Eastside
Las Vegas, NV 89109","{'Monday': {'close': '15:00', 'open': '09:00'}, 'Tuesday': {'close': '15:00', 'open': '09:00'}, 'Friday': {'close': '15:00', 'open': '09:00'}, 'Wednesday': {'close': '15:00', 'open': '09:00'}, 'Thursday': {'close': '15:00', 'open': '09:00'}, 'Sunday': {'close': '15:00', 'open': '09:00'}, 'Saturday': {'close': '15:00', 'open': '09:00'}}",True,"['American (Traditional)', 'Restaurants']",Las Vegas,14,Cabana Grill,"['Eastside', 'The Strip']",-115.1693962,NV,3.5,36.1033743,"{'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Delivery': False, 'Outdoor Seating': True, 'Attire': 'casual', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
22715,i-cc7nvp1f60b5mvDusXYQ,"1509 East Granada Rd
Phoenix, AZ 85006",{},True,"['Real Estate', 'Home Services', 'Real Estate Agents']",Phoenix,4,Historic Phoenix Properties - Don Mertes,[],-112.0492611,AZ,3.5,33.4684102,{'Accepts Credit Cards': False},business
22814,K2-uKeetXsz4IKqXodMLfg,"3143 E Williams Field Rd
Gilbert, AZ 85295","{'Friday': {'close': '18:00', 'open': '10:00'}, 'Wednesday': {'close': '18:00', 'open': '10:00'}, 'Thursday': {'close': '18:00', 'open': '10:00'}, 'Saturday': {'close': '18:00', 'open': '10:00'}}",False,"['Shopping', 'Home & Garden', 'Furniture Stores']",Gilbert,5,Sweet Potatoes,[],-111.7221904,AZ,4.0,33.3067291,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
22837,YYy3aQoLvjLhXPkpB32uzA,"7131 W Ray Rd
Chandler, AZ 85226","{'Monday': {'close': '23:00', 'open': '11:00'}, 'Tuesday': {'close': '23:00', 'open': '11:00'}, 'Friday': {'close': '00:00', 'open': '11:00'}, 'Wednesday': {'close': '23:00', 'open': '11:00'}, 'Thursday': {'close': '23:00', 'open': '11:00'}, 'Sunday': {'close': '22:00', 'open': '11:00'}, 'Saturday': {'close': '00:00', 'open': '11:00'}}",True,"['American (Traditional)', 'Restaurants']",Chandler,59,Fired Up Grill,[],-111.963751761902,AZ,3.0,33.3174218671167,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Noise Level': 'average', 'Takes Reservations': True, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Has TV': True, 'Delivery': False, 'Dogs Allowed': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': False, 'Good For Groups': True, 'Price Range': 2}",business
22873,tt87giEASKInwrurwC3zPQ,"20800 N John Wayne Pkwy
Ste 113
Maricopa, AZ 85239","{'Monday': {'close': '17:00', 'open': '10:00'}, 'Tuesday': {'close': '17:00', 'open': '10:00'}, 'Friday': {'close': '17:00', 'open': '10:00'}, 'Wednesday': {'close': '17:00', 'open': '10:00'}, 'Thursday': {'close': '17:00', 'open': '10:00'}, 'Saturday': {'close': '17:00', 'open': '10:00'}}",True,"['Flowers & Gifts', 'Shopping']",Maricopa,3,Poco Loco,[],-112.04235076904301,AZ,3.0,32.979292152384204,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 4}",business
22904,obfFUL3WYLx5K9Dh9JMvQw,"5542 E Thomas Rd
Phoenix, AZ 85018",{},False,"['Thrift Stores', 'Shopping']",Phoenix,9,Savers,[],-111.9614488,AZ,3.5,33.4804507,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 1}",business
22963,knLSows1coxal0jKtFGl8Q,"18450 N 19th Ave
Phoenix, AZ 85023",{},True,"['Diners', 'Restaurants']",Phoenix,31,Alexis Family Restaurant,[],-112.1000653,AZ,3.0,33.6545842,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}, 'Caters': False, 'Noise Level': 'quiet', 'Takes Reservations': False, 'Has TV': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
23071,OrF48GFHheuCie9cMYkldA,"949 W Camelback Rd
Phoenix, AZ 85013",{},False,"['Mexican', 'Restaurants']",Phoenix,5,Amando's Bros,[],-112.0867893,AZ,3.5,33.5091348,"{'Take-out': True, 'Delivery': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Waiter Service': False, 'Wheelchair Accessible': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
23152,BosUOpPIn6a-jvyakJ-WGg,"3333 S Maryland Pkwy
Eastside
Las Vegas, NV 89169",{},False,"['Barbeque', 'Restaurants']",Las Vegas,4,Mack Ribz BBQ & Louisiana Fried Chicken,['Eastside'],-115.137672,NV,3.5,36.128998,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Takes Reservations': False, 'Delivery': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
23214,EBwv1DBGKsfdNZEYL70Dqw,"18221 N Pima Rd
Scottsdale, AZ 85255","{'Monday': {'close': '21:00', 'open': '11:30'}, 'Tuesday': {'close': '21:00', 'open': '11:30'}, 'Friday': {'close': '22:00', 'open': '11:30'}, 'Wednesday': {'close': '21:00', 'open': '11:30'}, 'Thursday': {'close': '21:00', 'open': '11:30'}, 'Sunday': {'close': '21:00', 'open': '11:30'}, 'Saturday': {'close': '22:00', 'open': '11:30'}}",False,"['American (New)', 'Restaurants']",Scottsdale,52,Calistro California Bistro,[],-111.8862448,AZ,3.0,33.6513692,"{'Take-out': True, 'Wi-Fi': 'free', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Caters': False, 'Noise Level': 'quiet', 'Takes Reservations': True, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': True, 'upscale': True, 'casual': False}, 'Has TV': True, 'Delivery': False, 'Dogs Allowed': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': False, 'Good For Groups': True, 'Price Range': 3}",business
23253,3rNsz7qxJTyyQPGUYGDmsg,"5651 S Grand Canyon
Ste 100
Spring Valley
Las Vegas, NV 89148","{'Monday': {'close': '22:00', 'open': '11:00'}, 'Tuesday': {'close': '22:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Sunday': {'close': '22:00', 'open': '11:00'}, 'Saturday': {'close': '22:00', 'open': '11:00'}}",False,"['Restaurants', 'Pizza', 'Italian']",Las Vegas,85,Maciano's Pizza & Pastaria,['Spring Valley'],-115.3073116,NV,3.0,36.0860344,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'average', 'Takes Reservations': True, 'Has TV': False, 'Delivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'beer_and_wine', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
23270,toDZ6L_a_0lWU9O1JtQRGg,"20229 N 67th Ave
Suite C5
Glendale, AZ 85308",{},True,"['Food', 'Donuts']",Glendale,15,Dunkin Donuts,[],-112.2017416,AZ,3.5,33.6705648,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 1}",business
23371,QL-RTNvO62dTFG980arnXw,"3481 S. Durango Rd
Spring Mountain and Durango
Spring Valley
Las Vegas, NV 89117",{},True,"['Fast Food', 'Restaurants']",Las Vegas,4,Carl's Jr.,['Spring Valley'],-115.279005244374,NV,4.5,36.1261977455978,"{'Take-out': True, 'Wi-Fi': 'no', 'Drive-Thru': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Caters': False, 'Noise Level': 'quiet', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Has TV': False, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
23375,78oLyqhI4yFRX7XKeJt_kg,"555 S. Midvale Blvd
Westmorland
Madison, WI 53711",{},True,"['Food', 'Coffee & Tea']",Madison,16,EVP Coffee,['Westmorland'],-89.450884,WI,4.5,43.0543307,"{'Wi-Fi': 'free', 'Price Range': 1, 'Outdoor Seating': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True}",business
23426,MdrFgxQCmEU1HZXsFtAwlA,"Holyrood Road
Edinburgh EH8 8EQ",{},True,"['Active Life', 'Landmarks & Historical Buildings', 'Public Services & Government', 'Parks']",Edinburgh,59,Arthur's Seat,[],-3.16178798675537,EDH,5.0,55.9440691870655,{'Good for Kids': True},business
23451,O57voYAb65jJrNoHkXdkNw,"5755 E. Charleston Blvd
Sunrise
Las Vegas, NV 89142","{'Monday': {'close': '00:00', 'open': '00:00'}, 'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}}",True,"['Food', 'Grocery', 'Convenience Stores']",Las Vegas,9,Fresh & Easy,['Sunrise'],-115.048602,NV,4.0,36.1588299,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
23459,6K-wOhRGrgqfU7arDtWuUg,"11 N Allen St
Regent
Madison, WI 53726","{'Monday': {'close': '19:00', 'open': '07:00'}, 'Tuesday': {'close': '19:00', 'open': '07:00'}, 'Friday': {'close': '19:00', 'open': '07:00'}, 'Wednesday': {'close': '19:00', 'open': '07:00'}, 'Thursday': {'close': '19:00', 'open': '07:00'}, 'Sunday': {'close': '19:00', 'open': '07:00'}, 'Saturday': {'close': '19:00', 'open': '07:00'}}",True,"['Coffee & Tea', 'Music Venues', 'Food', 'Arts & Entertainment', 'Juice Bars & Smoothies', 'Nightlife']",Madison,19,The Froth House,['Regent'],-89.423501,WI,4.0,43.068273,"{'Alcohol': 'none', 'Noise Level': 'average', 'Music': {'dj': False, 'background_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}, 'Attire': 'casual', 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Good for Kids': True, 'Wheelchair Accessible': True, 'Good For Dancing': True, 'Delivery': False, 'Coat Check': False, 'Accepts Credit Cards': True, 'Take-out': True, 'Price Range': 1, 'Happy Hour': False, 'Outdoor Seating': True, 'Takes Reservations': False, 'Waiter Service': False, 'Wi-Fi': 'free', 'Caters': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Has TV': False, 'Good For Groups': False}",business
23570,_Eokx-PeCWvsZEWGU-278A,"8350 E Evans Rd
Ste D-5
Scottsdale, AZ 85260","{'Monday': {'close': '19:30', 'open': '05:30'}, 'Tuesday': {'close': '19:30', 'open': '05:30'}, 'Friday': {'close': '19:30', 'open': '05:30'}, 'Wednesday': {'close': '19:30', 'open': '05:30'}, 'Thursday': {'close': '19:30', 'open': '05:30'}, 'Sunday': {'close': '12:00', 'open': '11:00'}, 'Saturday': {'close': '09:30', 'open': '08:30'}}",True,"['Active Life', 'Boot Camps', 'Gyms', 'Trainers', 'Fitness & Instruction']",Scottsdale,15,Amenzone Fitness,[],-111.91374,AZ,5.0,33.631937,{'Good for Kids': True},business
23586,gjFMwsYicKl_H4zijbayzg,"18340 N 40th St
Ste 120
Phoenix, AZ 85032",{},True,['Public Services & Government'],Phoenix,4,Northeast Regional Court Center,[],-111.999006271362,AZ,3.0,33.6538786164448,{},business
23591,22s5idshuEIPlEcf1ObbMg,"3380 N Hayden Rd
Scottsdale, AZ 85251","{'Monday': {'close': '02:00', 'open': '06:00'}, 'Tuesday': {'close': '02:00', 'open': '06:00'}, 'Friday': {'close': '02:00', 'open': '06:00'}, 'Wednesday': {'close': '02:00', 'open': '06:00'}, 'Thursday': {'close': '02:00', 'open': '06:00'}, 'Sunday': {'close': '02:00', 'open': '06:00'}, 'Saturday': {'close': '02:00', 'open': '06:00'}}",True,"['Burgers', 'Fast Food', 'Restaurants']",Scottsdale,8,Carl's Jr.,[],-111.909417,AZ,3.0,33.486702,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Drive-Thru': True, 'Outdoor Seating': False, 'Attire': 'casual'}",business
